Bus/Hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
85,31.2,29.417142857142856,25.85142857142857,23.177142857142847,22.28571428571429,26.74285714285714,31.2,34.76571428571428,36.548571428571414,39.22285714285714,39.668571428571425,37.440000000000005,35.657142857142844,33.87428571428572,39.22285714285714,40.114285714285714,37.88571428571427,39.668571428571425,41.89714285714287,43.68,44.57142857142858,40.114285714285714,38.77714285714285,36.548571428571414
86,27.300000000000004,25.74,22.62,20.279999999999994,19.500000000000004,23.400000000000002,27.300000000000004,30.419999999999998,31.97999999999999,34.31999999999999,34.71,32.760000000000005,31.19999999999999,29.640000000000008,34.31999999999999,35.1,33.14999999999999,34.71,36.66000000000001,38.22,39.00000000000001,35.1,33.92999999999999,31.97999999999999
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,62.4,58.83428571428571,51.70285714285714,46.354285714285695,44.57142857142858,53.48571428571428,62.4,69.53142857142856,73.09714285714283,78.44571428571427,79.33714285714285,74.88000000000001,71.31428571428569,67.74857142857144,78.44571428571427,80.22857142857143,75.77142857142854,79.33714285714285,83.79428571428573,87.36,89.14285714285715,80.22857142857143,77.5542857142857,73.09714285714283
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,211.9,199.79142857142855,175.57428571428574,157.4114285714285,151.3571428571429,181.62857142857143,211.9,236.11714285714282,248.2257142857142,266.38857142857137,269.4157142857143,254.28000000000006,242.17142857142846,230.06285714285718,266.38857142857137,272.4428571428571,257.30714285714276,269.4157142857143,284.55142857142863,296.66,302.7142857142858,272.4428571428571,263.3614285714285,248.2257142857142
91,13.0,12.257142857142856,10.771428571428572,9.657142857142853,9.285714285714286,11.142857142857142,13.0,14.485714285714284,15.228571428571422,16.342857142857138,16.52857142857143,15.600000000000003,14.85714285714285,14.114285714285717,16.342857142857138,16.714285714285715,15.785714285714281,16.52857142857143,17.45714285714286,18.2,18.571428571428573,16.714285714285715,16.15714285714285,15.228571428571422
92,84.5,79.67142857142856,70.01428571428572,62.771428571428544,60.35714285714287,72.42857142857143,84.5,94.15714285714284,98.98571428571425,106.2285714285714,107.43571428571428,101.40000000000002,96.57142857142853,91.74285714285716,106.2285714285714,108.64285714285714,102.60714285714283,107.43571428571428,113.47142857142859,118.3,120.71428571428574,108.64285714285714,105.02142857142854,98.98571428571425
93,15.6,14.708571428571428,12.925714285714285,11.588571428571424,11.142857142857144,13.37142857142857,15.6,17.38285714285714,18.274285714285707,19.61142857142857,19.834285714285713,18.720000000000002,17.828571428571422,16.93714285714286,19.61142857142857,20.057142857142857,18.942857142857136,19.834285714285713,20.948571428571434,21.84,22.28571428571429,20.057142857142857,19.388571428571424,18.274285714285707
94,39.00000000000001,36.77142857142857,32.31428571428572,28.97142857142856,27.857142857142865,33.42857142857143,39.00000000000001,43.457142857142856,45.685714285714276,49.028571428571425,49.58571428571429,46.80000000000001,44.571428571428555,42.342857142857156,49.028571428571425,50.142857142857146,47.35714285714285,49.58571428571429,52.37142857142859,54.6,55.71428571428573,50.142857142857146,48.47142857142856,45.685714285714276
95,54.60000000000001,51.48,45.24,40.55999999999999,39.00000000000001,46.800000000000004,54.60000000000001,60.839999999999996,63.95999999999998,68.63999999999999,69.42,65.52000000000001,62.39999999999998,59.280000000000015,68.63999999999999,70.2,66.29999999999998,69.42,73.32000000000002,76.44,78.00000000000001,70.2,67.85999999999999,63.95999999999998
96,49.400000000000006,46.57714285714286,40.931428571428576,36.69714285714284,35.28571428571429,42.34285714285714,49.400000000000006,55.04571428571428,57.868571428571414,62.10285714285713,62.80857142857143,59.280000000000015,56.457142857142834,53.634285714285724,62.10285714285713,63.51428571428572,59.98571428571427,62.80857142857143,66.33714285714288,69.16,70.57142857142858,63.51428571428572,61.397142857142846,57.868571428571414
97,19.5,18.385714285714286,16.15714285714286,14.48571428571428,13.928571428571432,16.71428571428572,19.5,21.728571428571428,22.842857142857135,24.51428571428571,24.792857142857144,23.400000000000006,22.28571428571428,21.171428571428574,24.51428571428571,25.07142857142857,23.678571428571423,24.792857142857144,26.18571428571429,27.3,27.857142857142865,25.07142857142857,24.23571428571428,22.842857142857135
98,44.2,41.674285714285716,36.62285714285715,32.834285714285706,31.57142857142858,37.88571428571429,44.2,49.25142857142857,51.77714285714284,55.56571428571428,56.197142857142865,53.04000000000001,50.514285714285705,47.98857142857143,55.56571428571428,56.82857142857143,53.67142857142856,56.197142857142865,59.35428571428572,61.88,63.14285714285716,56.82857142857143,54.9342857142857,51.77714285714284
99,54.599999999999994,51.47999999999999,45.24,40.55999999999998,39.00000000000001,46.800000000000004,54.599999999999994,60.83999999999999,63.95999999999997,68.63999999999997,69.42,65.52000000000001,62.39999999999998,59.279999999999994,68.63999999999997,70.19999999999999,66.29999999999997,69.42,73.32000000000001,76.43999999999998,78.00000000000001,70.19999999999999,67.85999999999997,63.95999999999997
100,48.1,45.35142857142857,39.854285714285716,35.73142857142856,34.35714285714286,41.22857142857143,48.1,53.59714285714285,56.345714285714266,60.468571428571416,61.15571428571428,57.72000000000001,54.97142857142855,52.22285714285715,60.468571428571416,61.84285714285714,58.407142857142844,61.15571428571428,64.59142857142858,67.34,68.71428571428572,61.84285714285714,59.781428571428556,56.345714285714266
101,28.6,26.965714285714284,23.697142857142858,21.245714285714275,20.42857142857143,24.514285714285712,28.6,31.868571428571425,33.50285714285713,35.9542857142857,36.36285714285714,34.32000000000001,32.68571428571427,31.051428571428577,35.9542857142857,36.77142857142857,34.72857142857142,36.36285714285714,38.40571428571429,40.04,40.85714285714286,36.77142857142857,35.545714285714276,33.50285714285713
102,6.5,6.128571428571428,5.385714285714286,4.8285714285714265,4.642857142857143,5.571428571428571,6.5,7.242857142857142,7.614285714285711,8.171428571428569,8.264285714285714,7.800000000000002,7.428571428571425,7.057142857142859,8.171428571428569,8.357142857142858,7.892857142857141,8.264285714285714,8.72857142857143,9.1,9.285714285714286,8.357142857142858,8.078571428571426,7.614285714285711
103,29.900000000000002,28.19142857142857,24.774285714285718,22.211428571428563,21.35714285714286,25.62857142857143,29.900000000000002,33.317142857142855,35.02571428571427,37.58857142857142,38.01571428571429,35.88000000000001,34.17142857142856,32.46285714285715,37.58857142857142,38.44285714285714,36.30714285714285,38.01571428571429,40.15142857142858,41.86,42.71428571428572,38.44285714285714,37.161428571428566,35.02571428571427
104,49.400000000000006,46.57714285714286,40.931428571428576,36.69714285714284,35.28571428571429,42.34285714285714,49.400000000000006,55.04571428571428,57.868571428571414,62.10285714285713,62.80857142857143,59.280000000000015,56.457142857142834,53.634285714285724,62.10285714285713,63.51428571428572,59.98571428571427,62.80857142857143,66.33714285714288,69.16,70.57142857142858,63.51428571428572,61.397142857142846,57.868571428571414
105,40.3,37.997142857142855,33.39142857142857,29.93714285714284,28.78571428571429,34.54285714285714,40.3,44.905714285714275,47.20857142857141,50.66285714285713,51.238571428571426,48.36000000000001,46.057142857142836,43.75428571428572,50.66285714285713,51.81428571428571,48.93571428571427,51.238571428571426,54.117142857142866,56.419999999999995,57.57142857142858,51.81428571428571,50.087142857142844,47.20857142857141
106,55.9,52.70571428571428,46.317142857142855,41.525714285714265,39.92857142857143,47.91428571428571,55.9,62.288571428571416,65.48285714285711,70.2742857142857,71.07285714285713,67.08000000000001,63.88571428571426,60.69142857142858,70.2742857142857,71.87142857142857,67.8785714285714,71.07285714285713,75.0657142857143,78.25999999999999,79.85714285714286,71.87142857142857,69.47571428571426,65.48285714285711
107,65.0,61.285714285714285,53.85714285714286,48.28571428571427,46.42857142857144,55.714285714285715,65.0,72.42857142857142,76.14285714285712,81.7142857142857,82.64285714285714,78.00000000000001,74.28571428571426,70.57142857142858,81.7142857142857,83.57142857142857,78.92857142857142,82.64285714285714,87.2857142857143,91.0,92.85714285714288,83.57142857142857,80.78571428571426,76.14285714285712
108,2.6,2.451428571428571,2.1542857142857144,1.9314285714285706,1.8571428571428574,2.2285714285714286,2.6,2.897142857142857,3.0457142857142845,3.268571428571428,3.3057142857142856,3.1200000000000006,2.97142857142857,2.8228571428571434,3.268571428571428,3.3428571428571425,3.157142857142856,3.3057142857142856,3.491428571428572,3.6399999999999997,3.714285714285715,3.3428571428571425,3.2314285714285704,3.0457142857142845
109,10.4,9.805714285714284,8.617142857142857,7.725714285714282,7.42857142857143,8.914285714285715,10.4,11.588571428571427,12.182857142857138,13.074285714285711,13.222857142857142,12.480000000000002,11.88571428571428,11.291428571428574,13.074285714285711,13.37142857142857,12.628571428571425,13.222857142857142,13.965714285714288,14.559999999999999,14.85714285714286,13.37142857142857,12.925714285714282,12.182857142857138
110,50.699999999999996,47.802857142857135,42.00857142857143,37.66285714285713,36.214285714285715,43.457142857142856,50.699999999999996,56.4942857142857,59.39142857142855,63.73714285714284,64.46142857142857,60.84,57.942857142857115,55.04571428571429,63.73714285714284,65.18571428571428,61.564285714285695,64.46142857142857,68.08285714285715,70.97999999999999,72.42857142857143,65.18571428571428,63.01285714285712,59.39142857142855
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,88.4,83.34857142857143,73.2457142857143,65.66857142857141,63.14285714285716,75.77142857142857,88.4,98.50285714285714,103.55428571428568,111.13142857142856,112.39428571428572,106.08000000000003,101.0285714285714,95.97714285714288,111.13142857142856,113.65714285714286,107.34285714285711,112.39428571428572,118.70857142857146,123.76,126.28571428571432,113.65714285714286,109.86857142857141,103.55428571428568
113,7.8,7.354285714285713,6.4628571428571435,5.794285714285712,5.571428571428573,6.685714285714285,7.8,8.691428571428569,9.137142857142852,9.805714285714284,9.917142857142856,9.360000000000001,8.91428571428571,8.468571428571428,9.805714285714284,10.028571428571427,9.47142857142857,9.917142857142856,10.474285714285713,10.92,11.142857142857146,10.028571428571427,9.694285714285712,9.137142857142852
114,10.4,9.805714285714284,8.61714285714286,7.725714285714283,7.428571428571431,8.914285714285715,10.4,11.588571428571425,12.182857142857136,13.074285714285713,13.222857142857142,12.480000000000002,11.885714285714279,11.291428571428572,13.074285714285713,13.37142857142857,12.628571428571426,13.222857142857142,13.965714285714286,14.56,14.857142857142861,13.37142857142857,12.925714285714283,12.182857142857136
115,28.6,26.965714285714284,23.69714285714286,21.24571428571428,20.428571428571438,24.514285714285716,28.6,31.868571428571425,33.50285714285713,35.95428571428571,36.362857142857145,34.320000000000014,32.68571428571427,31.051428571428577,35.95428571428571,36.77142857142857,34.72857142857143,36.362857142857145,38.40571428571429,40.040000000000006,40.857142857142875,36.77142857142857,35.54571428571428,33.50285714285713
116,239.2,225.53142857142853,198.1942857142857,177.6914285714285,170.8571428571429,205.02857142857144,239.2,266.53714285714284,280.2057142857142,300.70857142857136,304.12571428571425,287.04,273.37142857142845,259.7028571428571,300.70857142857136,307.5428571428571,290.45714285714274,304.12571428571425,321.2114285714286,334.87999999999994,341.7142857142858,307.5428571428571,297.29142857142847,280.2057142857142
117,26.0,24.514285714285712,21.542857142857148,19.31428571428571,18.571428571428577,22.285714285714285,26.0,28.971428571428564,30.45714285714284,32.68571428571428,33.05714285714286,31.20000000000001,29.7142857142857,28.22857142857143,32.68571428571428,33.42857142857143,31.571428571428566,33.05714285714286,34.91428571428572,36.4,37.14285714285715,33.42857142857143,32.31428571428571,30.45714285714284
118,42.9,40.44857142857143,35.54571428571429,31.868571428571418,30.64285714285715,36.77142857142858,42.9,47.80285714285714,50.25428571428569,53.93142857142856,54.544285714285714,51.48000000000001,49.02857142857141,46.57714285714286,53.93142857142856,55.15714285714285,52.09285714285713,54.544285714285714,57.60857142857144,60.059999999999995,61.2857142857143,55.15714285714285,53.31857142857142,50.25428571428569
TOTAL,5514.599999999999,5199.479999999994,4569.240000000001,4096.5599999999995,3939.0000000000023,4726.800000000001,5514.599999999999,6144.84,6459.959999999995,6932.640000000001,7011.419999999999,6617.519999999997,6302.399999999996,5987.28,6932.640000000001,7090.200000000001,6696.299999999998,7011.419999999999,7405.320000000001,7720.440000000003,7878.000000000005,7090.200000000001,6853.859999999997,6459.959999999995
